timestamp,scenario,V_CO_raw,V_NO2_raw,V_PM_raw,T_raw,RH_raw,T_adc,RH_adc,C_CO_corrected,C_NO2_corrected,PM_corrected,C_CO_kalman,C_NO2_kalman,PM_kalman,C_CO_regression,C_NO2_regression,PM_regression,C_CO_true,C_NO2_true,PM_true,AQI_CO_kalman,AQI_NO2_kalman,AQI_PM_kalman,AQI_kalman,risk_score_kalman,category_kalman,AQI_regression,risk_score_regression,alarm_state,fault_flags,kalman_diverge,RMSE_CO_kalman,RMSE_CO_regression
28.000000,1,0.364778,0.264010,0.144684,25.003605,54.237419,25.003776,54.237158,6.243980,40.658485,21.713032,6.245722,41.968064,21.584076,5.092817,68.141655,21.844534,5.146549,60.255061,21.463743,68.457221,39.592513,70.945052,70.945052,0.591009,Moderate,71.492796,0.644951,NORMAL,NONE,False,,
29.000000,1,0.369762,0.282288,0.150047,24.992347,56.043777,24.992720,56.043902,6.628586,51.924339,22.518201,6.627987,51.470842,22.267903,5.174079,73.319977,22.600635,5.151779,60.304251,21.515844,72.279872,48.557398,72.383144,72.383144,0.640080,Moderate,73.082881,0.671871,NORMAL,NONE,False,,
30.000000,1,0.365461,0.306949,0.133381,26.017928,53.347898,26.018433,53.347880,7.139479,68.933903,19.967227,7.138680,68.138481,20.583692,5.084538,77.721688,20.191096,5.157008,60.353410,21.567927,77.386797,66.060556,68.841240,77.386797,0.708589,Moderate,76.268754,0.669946,NORMAL,NONE,False,,
31.000000,1,0.402620,0.282412,0.160994,25.452283,54.237377,25.452009,54.237708,7.182146,52.634154,24.128312,7.182078,53.340358,23.178534,5.638758,72.166028,24.215539,5.162236,60.402537,21.619990,77.820784,500.000000,74.298204,500.000000,2.245267,Hazardous,76.479031,0.694021,ALARM,NONE,False,,
32.000000,1,0.374983,0.290456,0.146917,25.039475,56.446823,25.039480,56.446365,6.852225,56.947975,22.038256,6.852740,56.783652,22.343792,5.250006,75.451591,22.130462,5.167465,60.451632,21.672034,74.527403,53.965195,72.542739,74.527403,0.667352,Moderate,73.850608,0.679510,WARNING,NONE,False,,
33.000000,1,0.359669,0.310136,0.152081,25.204583,55.243986,25.204498,55.243242,7.034077,69.897631,22.793874,7.033793,69.300304,22.673275,5.023315,80.024459,22.884238,5.172692,60.500696,21.724057,76.337934,67.298150,73.235643,76.337934,0.722433,Moderate,78.721706,0.693380,NORMAL,NONE,False,,
34.000000,1,0.388222,0.303760,0.138878,26.162677,55.191922,26.161938,55.192376,7.383608,66.383234,20.794555,7.383061,66.516103,21.297956,5.433332,76.582993,20.956810,5.177919,60.549727,21.776060,79.830608,64.332371,70.343342,79.830608,0.715600,Moderate,75.055797,0.682740,NORMAL,NONE,False,,
35.000000,1,0.357920,0.300743,0.158370,25.232418,57.132146,25.232744,57.132170,6.785903,63.370913,23.744180,6.786836,63.514173,23.088716,4.998805,78.003342,23.802034,5.183146,60.598727,21.828040,73.868360,61.134662,74.109317,74.109317,0.694839,Moderate,76.568777,0.690777,NORMAL,NONE,False,,
36.000000,1,0.379715,0.288701,0.143282,25.015362,55.246348,25.015795,55.246614,6.919542,56.206567,21.487740,6.919334,56.539420,21.916721,5.317485,74.768653,21.602987,5.188372,60.647694,21.879999,75.193343,53.705035,71.644606,75.193343,0.666078,Moderate,73.123131,0.675997,NORMAL,NONE,False,,
37.000000,1,0.347536,0.302962,0.148974,25.027502,54.291814,25.027446,54.291707,6.729900,65.508784,22.356103,6.730196,65.100239,22.238371,4.841719,78.402245,22.469695,5.193597,60.696629,21.931934,73.301965,62.824168,72.321038,73.301965,0.693405,Moderate,76.993696,0.678361,NORMAL,NONE,False,,
38.000000,1,0.357357,0.293163,0.137213,25.105437,54.717923,25.105368,54.717634,6.683917,59.211317,20.586878,6.683990,59.479551,21.029394,4.987227,75.695439,20.735128,5.198822,60.745531,21.983846,72.839898,56.836913,69.778554,72.839898,0.663205,Moderate,74.110359,0.662418,NORMAL,NONE,False,,
39.000000,1,0.380582,0.304871,0.136921,25.092751,53.864568,25.092732,53.863908,7.276917,66.994007,20.536401,7.275990,66.651732,20.668498,5.315948,78.844926,20.706732,5.204046,60.794401,22.035734,78.759902,64.476845,69.019588,78.759902,0.708387,Moderate,77.465247,0.685487,NORMAL,NONE,False,,
40.000000,1,0.389055,0.285853,0.154118,24.760176,56.255937,24.759873,56.255478,6.968056,54.018251,23.127663,6.968537,54.593691,22.468732,5.455551,74.758472,23.185529,5.209269,60.843237,22.087597,75.685373,51.632410,72.805488,75.685373,0.664029,Moderate,74.312916,0.690776,NORMAL,NONE,False,,
41.000000,1,0.380897,0.292217,0.143145,24.847900,55.574562,24.848090,55.574195,6.986407,58.195953,21.483542,6.986379,58.031874,21.747523,5.336204,76.038834,21.589203,5.214492,60.892041,22.139434,75.863788,55.294822,71.288781,75.863788,0.672921,Moderate,74.476149,0.681301,NORMAL,NONE,False,,
42.000000,1,0.376941,0.276146,0.139389,25.005340,56.124414,25.005037,56.124461,6.618083,48.027753,20.902637,6.618659,48.483430,21.129024,5.278920,71.719208,21.020752,5.219715,60.940811,22.191245,72.186589,45.739084,69.988075,72.186589,0.622704,Moderate,69.874808,0.659605,NORMAL,NONE,False,,
43.000000,1,0.374508,0.295322,0.141840,25.725786,56.212984,25.726093,56.213287,6.973025,60.483060,21.251963,6.972471,59.936491,21.219022,5.239155,75.366579,21.380172,5.224936,60.989548,22.243030,75.724707,57.323653,70.177342,75.724707,0.676201,Moderate,73.760052,0.674079,NORMAL,NONE,False,,
44.000000,1,0.357195,0.279879,0.155607,25.249381,54.585789,25.249437,54.585916,6.437200,50.884469,23.322373,6.438037,51.296779,22.758782,4.983040,71.914784,23.411948,5.230157,61.038252,22.294788,70.380369,48.393187,73.415463,73.415463,0.635954,Moderate,74.789075,0.665065,NORMAL,NONE,False,,
45.000000,1,0.368924,0.273894,0.142672,25.346419,54.055247,25.346612,54.055204,6.515037,47.237912,21.384955,6.514916,47.422789,21.753071,5.149139,70.113617,21.535342,5.235377,61.086922,22.346517,71.149164,44.738480,71.300450,71.300450,0.619508,Moderate,70.842565,0.652323,NORMAL,NONE,False,,
46.000000,1,0.373161,0.301425,0.148130,26.095044,54.948287,26.094405,54.947863,7.115866,64.943272,22.171378,7.114927,64.145234,22.059293,5.213299,76.062168,22.304496,5.240597,61.135558,22.398218,77.149267,61.806880,71.944436,77.149267,0.702180,Moderate,74.501005,0.681599,NORMAL,NONE,False,,
47.000000,1,0.396276,0.300583,0.149801,26.117504,54.127239,26.117111,54.127648,7.470255,64.684833,22.434249,7.469699,64.660254,22.333780,5.542717,75.779444,22.580116,5.245816,61.184160,22.449889,80.696994,62.355488,72.521683,80.696994,0.718249,Moderate,74.199843,0.693814,NORMAL,NONE,False,,
48.000000,1,0.385922,0.312062,0.130822,25.338938,55.164957,25.339282,55.164549,7.471743,71.254986,19.603317,7.471740,70.954604,20.334943,5.403324,80.282420,19.770384,5.251034,61.232728,22.501531,80.717399,69.060339,68.318120,80.717399,0.729176,Moderate,78.996491,0.687997,NORMAL,NONE,False,,
49.000000,1,0.354670,0.287859,0.135628,25.174568,56.132097,25.175073,56.131936,6.512643,55.447946,20.340450,6.514142,56.154257,20.338974,4.953244,74.409287,20.474960,5.256251,61.281262,22.553142,71.141418,53.294752,68.326599,71.141418,0.640506,Moderate,72.740327,0.654792,NORMAL,NONE,False,,
50.000000,1,0.386326,0.304719,0.154046,25.067785,54.831860,25.067517,54.832525,7.329835,66.453626,23.115464,7.328560,65.984501,22.371506,5.407092,78.793804,23.198687,5.261467,61.329762,22.604723,79.285598,63.766099,72.601022,79.285598,0.718484,Moderate,77.410791,0.704208,NORMAL,NONE,False,,
51.000000,1,0.376037,0.307650,0.143656,25.856388,55.149995,25.856021,55.150277,7.258348,68.650818,21.533136,7.258458,68.529371,21.757776,5.255192,78.130430,21.669429,5.266683,61.378227,22.656271,78.584582,66.476938,71.310345,78.584582,0.721646,Moderate,76.704154,0.686770,NORMAL,NONE,False,,
52.000000,1,0.372007,0.305606,0.161937,25.417646,54.906154,25.417323,54.906115,7.149253,67.245327,24.273407,7.149424,67.303813,23.599346,5.199139,78.401200,24.338662,5.271898,61.426657,22.707787,77.494241,65.171453,75.183174,77.494241,0.724879,Moderate,76.992582,0.702658,NORMAL,NONE,False,,
53.000000,1,0.391685,0.280273,0.161381,25.336753,55.802728,25.336505,55.802862,6.935628,50.852076,24.203670,6.935962,51.601433,24.041742,5.489790,72.053582,24.255343,5.277112,61.475053,22.759270,75.359623,48.680597,76.113535,76.113535,0.662481,Moderate,76.562738,0.688639,NORMAL,NONE,False,,
54.000000,1,0.398323,0.299850,0.159248,25.133168,54.332218,25.132776,54.331780,7.434962,63.599059,23.882957,7.434182,63.052581,23.925503,5.578084,77.391712,23.959284,5.282325,61.523413,22.810720,80.341822,60.642967,75.869084,80.341822,0.721054,Moderate,75.940126,0.709764,NORMAL,NONE,False,,
55.000000,1,0.397175,0.304221,0.170597,25.165167,52.803554,25.164803,52.804091,7.542829,66.871244,25.586586,7.542659,66.697308,25.141500,5.542827,78.653296,25.669260,5.287537,61.571739,22.862135,81.426593,64.525393,78.426331,81.426593,0.746111,Moderate,79.536211,0.724022,NORMAL,NONE,False,,
56.000000,1,0.370966,0.297158,0.151911,25.720029,55.470869,25.719521,55.471107,6.970193,61.806394,22.759344,6.971088,62.029170,23.397641,5.185275,75.663041,22.858043,5.292749,61.620029,22.913515,75.710879,59.552811,74.758986,75.710879,0.697700,Moderate,74.075848,0.682623,NORMAL,NONE,False,,
57.000000,1,0.379264,0.255361,0.159573,24.912281,55.987834,24.912101,55.987620,6.256696,34.904557,23.940627,6.257813,36.140052,23.795134,5.311072,66.460347,23.981727,5.297959,61.668284,22.964860,68.578129,34.094389,75.594917,75.594917,0.586139,Moderate,75.987322,0.659805,NORMAL,NONE,False,,
58.000000,1,0.389219,0.300376,0.147582,26.077434,55.446374,26.076749,55.446973,7.322099,64.079993,22.109950,7.320435,62.807361,22.561494,5.448465,75.862995,22.232991,5.303169,61.716504,23.016169,79.204353,60.381754,73.000566,79.204353,0.707553,Moderate,74.288843,0.688636,NORMAL,NONE,False,,
59.000000,1,0.399231,0.341493,0.178291,25.323078,54.359770,25.323170,54.359734,8.254059,90.258161,26.726299,8.252600,89.007809,25.610343,5.591023,88.056671,26.739623,5.308378,61.764687,23.067441,88.526001,88.290927,79.412309,88.526001,0.857096,Moderate,87.277758,0.767520,NORMAL,NONE,False,1.810143,0.201885
60.000000,1,0.377758,0.290117,0.173945,25.525182,53.864988,25.525051,53.864321,6.968265,57.693597,26.068398,6.970272,59.119923,25.945662,5.273254,74.061804,26.116231,5.313585,61.812835,23.118675,75.702724,56.453831,80.117487,80.117487,0.702900,Moderate,80.476193,0.700288,NORMAL,NONE,False,1.811707,0.200346
61.000000,1,0.382509,0.282832,0.154569,24.941511,55.494498,24.941856,55.494426,6.838620,52.373129,23.200561,6.838826,52.680438,23.936109,5.357674,73.407321,23.263456,5.318792,61.860947,23.169872,74.388258,49.698526,75.891387,75.891387,0.661978,Moderate,74.476797,0.682805,NORMAL,NONE,False,1.812021,0.200336
62.000000,1,0.369046,0.304937,0.158657,25.613817,55.141479,25.613420,55.141514,7.093828,66.837545,23.771582,7.093430,66.192705,23.815667,5.155705,77.872980,23.846702,5.323998,61.909023,23.221030,76.934295,63.987882,75.638097,76.934295,0.720142,Moderate,76.429914,0.696064,NORMAL,NONE,False,1.793478,0.199336
63.000000,1,0.368046,0.303793,0.168725,25.465840,54.874207,25.465104,54.874603,7.058113,66.159258,25.293968,7.058168,66.160781,24.897858,5.140005,77.840702,25.333544,5.329203,61.957062,23.272149,76.581684,63.953876,77.913951,77.913951,0.725616,Moderate,78.830199,0.704775,NORMAL,NONE,False,1.786940,0.193348
64.000000,1,0.398525,0.321475,0.154001,25.614960,56.822463,25.615225,56.822485,7.805182,76.721963,23.067785,7.804014,76.240913,23.558152,5.588199,82.523733,23.144769,5.334407,62.005065,23.323227,84.040142,74.691407,75.096542,84.040142,0.780850,Moderate,81.383976,0.724112,NORMAL,NONE,False,1.795682,0.196073
65.000000,1,0.407028,0.272539,0.149247,26.385854,54.053200,26.385521,54.052235,7.101397,46.717739,22.337589,7.102496,48.062486,22.664638,5.695062,67.730329,22.489665,5.339610,62.053032,23.374266,77.024956,45.341968,73.217479,77.024956,0.647937,Moderate,72.849509,0.668566,NORMAL,NONE,False,1.801100,0.201310
66.000000,1,0.385952,0.312399,0.164893,25.748849,56.775037,25.748859,56.775474,7.454742,71.125961,24.710166,7.454192,70.075446,24.162068,5.404712,79.928886,24.754851,5.344811,62.100961,23.425263,80.541916,68.123844,76.366582,80.541916,0.749430,Moderate,78.619901,0.718174,NORMAL,NONE,False,1.806486,0.193535
67.000000,1,0.402432,0.309656,0.157277,25.272670,55.031784,25.273110,55.032121,7.672358,69.703753,23.572371,7.672017,69.720684,23.730380,5.642401,79.741908,23.641365,5.350012,62.148854,23.476219,82.720165,67.745946,75.458739,82.720165,0.753008,Moderate,78.420728,0.718771,NORMAL,NONE,False,1.804961,0.194701
68.000000,1,0.393151,0.295080,0.158662,25.324340,53.164430,25.324851,53.164638,7.305134,61.019224,23.792708,7.305707,61.415566,23.776007,5.488569,75.846557,23.905905,5.355212,62.196710,23.527132,79.057072,58.899189,75.554693,79.057072,0.709511,Moderate,75.827868,0.700533,NORMAL,NONE,False,1.816217,0.195438
69.000000,1,0.378397,0.304772,0.148828,25.987566,54.820797,25.986681,54.821035,7.254606,67.021027,22.296754,7.254685,66.765705,22.693119,5.287433,77.107989,22.419185,5.360411,62.244529,23.578002,78.546854,64.598251,73.277374,78.546854,0.720840,Moderate,75.615032,0.688817,NORMAL,NONE,False,1.818996,0.193877
70.000000,1,0.393842,0.318662,0.140333,26.349347,55.959496,26.349007,55.958962,7.742347,75.734947,20.995984,7.741584,75.326408,21.450730,5.517243,80.280948,21.140101,5.365608,62.292310,23.628828,83.415843,73.717261,70.664625,83.415843,0.761960,Moderate,78.994923,0.700620,NORMAL,NONE,False,1.832048,0.194855
71.000000,1,0.411839,0.315594,0.160210,25.850959,54.634945,25.851553,54.635070,7.965017,73.934704,23.997995,7.964668,73.998095,23.315457,5.773720,80.222830,24.082110,5.370804,62.340054,23.679611,85.646676,72.302318,74.586155,85.646676,0.776580,Moderate,78.933015,0.727941,NORMAL,NONE,False,1.848842,0.201657
72.000000,1,0.388578,0.275363,0.167236,26.064356,53.525221,26.064352,53.525810,6.879369,48.592915,25.022743,6.881065,49.750092,24.565277,5.423679,69.121508,25.119337,5.376000,62.387761,23.730348,74.810650,46.934049,77.214531,77.214531,0.657750,Moderate,78.379721,0.680845,NORMAL,NONE,False,1.844606,0.201054
73.000000,1,0.412932,0.314702,0.156266,26.034869,54.835485,26.035971,54.835194,7.968507,73.419893,23.393571,7.966807,72.341761,23.707529,5.790428,79.665602,23.492094,5.381194,62.435429,23.781040,85.668067,70.537963,75.410683,85.668067,0.772953,Moderate,78.339446,0.722726,NORMAL,NONE,False,1.864192,0.203230
74.000000,1,0.350513,0.297080,0.173226,26.449532,54.142828,26.449550,54.143165,6.722576,62.580303,25.924752,6.724521,63.024926,25.330648,4.873424,74.210163,25.997659,5.386387,62.483060,23.831686,73.245206,60.613508,78.824111,78.824111,0.704978,Moderate,80.226837,0.686099,NORMAL,NONE,False,1.859740,0.210351
75.000000,1,0.402484,0.299906,0.152160,24.775205,55.491814,24.775704,55.492220,7.453947,63.042874,22.834024,7.452807,63.042057,23.502993,5.650747,78.152649,22.896078,5.391579,62.530653,23.882286,80.528073,60.631756,74.980543,80.528073,0.719001,Moderate,76.727822,0.708436,NORMAL,NONE,False,1.861603,0.212916
76.000000,1,0.391808,0.299987,0.148989,26.093609,55.773400,26.093540,55.773438,7.346746,63.785812,22.295816,7.346912,63.751934,22.619278,5.486150,75.798994,22.405116,5.396769,62.578207,23.932838,79.469119,61.387930,73.122086,79.469119,0.712366,Moderate,74.220668,0.690803,NORMAL,NONE,False,1.871824,0.212289
77.000000,1,0.386364,0.295593,0.159201,26.261868,53.943730,26.262335,53.944059,7.233937,61.568076,23.827786,7.234114,61.667548,23.503967,5.395092,74.152216,23.943205,5.401959,62.625724,23.983342,78.341141,59.167606,74.982592,78.341141,0.706228,Moderate,75.906311,0.691180,NORMAL,NONE,False,1.873427,0.211376
78.000000,1,0.392572,0.322507,0.159383,25.110638,54.294196,25.110059,54.294363,7.782410,78.004086,23.914247,7.781553,77.259975,23.804313,5.495244,83.398832,23.981515,5.407147,62.673201,24.033797,83.815530,75.776930,75.614221,83.815530,0.785416,Moderate,82.316148,0.729401,NORMAL,NONE,False,1.880305,0.211176
79.000000,1,0.361729,0.297073,0.168245,25.347166,55.756642,25.347110,55.756316,6.808924,61.522578,25.235695,6.810445,62.239398,24.852157,5.052742,76.398168,25.255198,5.412334,62.720641,24.084204,74.104445,59.776751,77.817841,77.817841,0.702038,Moderate,78.665439,0.695848,NORMAL,NONE,False,1.873145,0.213957
80.000000,1,0.388594,0.276431,0.153131,25.374609,54.141156,25.374660,54.140594,6.857725,48.827314,22.961739,6.857651,49.438219,23.468275,5.434874,70.711382,23.062670,5.417519,62.768041,24.134560,74.576513,46.639829,74.907531,74.907531,0.648980,Moderate,74.054542,0.674189,NORMAL,NONE,False,1.871173,0.207467
81.000000,1,0.397592,0.291026,0.174897,25.445605,53.917842,25.445621,53.917722,7.278449,58.200326,26.210264,7.277792,57.801222,25.475550,5.561483,74.435345,26.243172,5.422704,62.815403,24.184867,78.777916,55.049128,79.128840,79.128840,0.705781,Moderate,80.743151,0.712570,NORMAL,NONE,False,1.870310,0.208212
82.000000,1,0.414750,0.302545,0.181220,25.579141,53.821309,25.579320,53.822016,7.768927,65.738132,27.156147,7.768159,65.376615,26.705833,5.809314,77.287739,27.174159,5.427887,62.862725,24.235122,83.681593,63.118568,81.716129,83.681593,0.758949,Moderate,82.701022,0.737752,NORMAL,NONE,False,1.889746,0.213585
83.000000,1,0.385153,0.323630,0.161495,25.951301,55.352039,25.950809,55.351338,7.703320,78.884386,24.168627,7.703421,78.269122,24.848469,5.389085,82.206469,24.235067,5.433069,62.910008,24.285326,83.034210,76.851891,77.810086,83.034210,0.793032,Moderate,81.046021,0.722839,NORMAL,NONE,False,1.902257,0.211554
84.000000,1,0.381146,0.311182,0.174717,26.272837,55.309158,26.273016,55.308820,7.420520,71.104634,26.139166,7.420962,71.430968,25.793325,5.329964,78.319540,26.174681,5.438249,62.957252,24.335477,80.209625,69.567770,79.797122,80.209625,0.763612,Moderate,80.599115,0.718516,NORMAL,NONE,False,1.894274,0.211964
