timestamp,scenario,V_CO_raw,V_NO2_raw,V_PM_raw,T_raw,RH_raw,C_CO_true,C_NO2_true,PM_true
56.0,2,0.37997441474355625,0.24656261123331905,0.10600311705945906,21.235529560541476,66.79910832345736,5.0,30.0,15.0
57.0,2,0.36684311719337276,0.25264002297002536,0.11642083083437156,21.28060526497794,69.38085287826274,5.0,30.0,15.0
58.0,2,0.4038411682444837,0.21075368950218953,0.10894818083837925,21.193593837746995,69.87549116971323,5.0,30.0,15.0
59.0,2,0.3877395758153717,0.24611885342619003,0.10834915856999486,20.87508939163635,70.71695530896466,5.0,30.0,15.0
60.0,2,0.3877575556184839,0.2746103170366563,0.09916155372996685,20.759167435958826,67.53618141584896,5.0,30.0,15.0
61.0,2,0.37613267827079655,0.28048851638204336,0.10922321847562098,21.03241313758222,70.18944792252786,5.0,30.0,15.0
62.0,2,0.37634513837844635,0.26666861047081397,0.12214344397445988,21.81076883011756,70.61104695236791,5.0,30.0,15.0
63.0,2,0.39826414642531266,0.2255738522110376,0.1104690592025856,21.93839984274574,66.93271102272102,5.0,30.0,15.0
64.0,2,0.4002984929720641,0.2774630107798425,0.09380104498518138,21.241517731779783,69.41192444320308,5.0,30.0,15.0
65.0,2,0.3972513534299499,0.2667468371000003,0.09631982393195472,20.829208516766286,69.53428748100737,5.0,30.0,15.0
66.0,2,0.39735377445668213,0.24991482923870922,0.11468381007223155,21.279413194841606,68.5729923373481,5.0,30.0,15.0
67.0,2,0.3939601431526464,0.21174970218980507,0.10651363432277379,22.385832717635044,68.39323887326705,5.0,30.0,15.0
68.0,2,0.38736289245117234,0.2713141466932503,0.10797185289896483,21.85948391765831,69.53452057995449,5.0,30.0,15.0
69.0,2,0.3827247093289353,0.2403907409203324,0.10255117792485241,21.655371345766277,68.23501824658936,5.0,30.0,15.0
70.0,2,0.40347561712412333,0.2591492044210956,0.11367350462199913,21.881342458526284,68.61608400491524,5.0,30.0,15.0
71.0,2,0.3796803027863935,0.2535855863327332,0.10559106654254649,22.190283305670658,69.62910156749058,5.0,30.0,15.0
72.0,2,0.3908011622082112,0.28297743056876556,0.10669497098271398,20.863566899226438,70.55404305032687,5.0,30.0,15.0
73.0,2,0.3731566388744362,0.2496940135600498,0.10000972715836871,21.263980065651438,69.32131760587535,5.0,30.0,15.0
74.0,2,0.3752927098222432,0.25189090451828106,0.1176997302814277,21.21563918358159,68.90015116208117,5.0,30.0,15.0
75.0,2,0.3816052400758915,0.2837573078095726,0.1062323439588358,21.793557198535492,68.23360251533923,5.0,30.0,15.0
76.0,2,0.3730538478490925,0.23901237944499623,0.11448332813119759,21.600055445319803,67.72273329268228,5.0,30.0,15.0
77.0,2,0.39704606747592447,0.26845510630815556,0.09642946043465984,21.918155645344704,69.82624490816762,5.0,30.0,15.0
78.0,2,0.3648231446018245,0.2481881604224307,0.12566505708378609,21.306556325066392,68.54655014887312,5.0,30.0,15.0
79.0,2,0.3864974726944661,0.23210146187990138,0.12106081406013222,22.265976025339576,69.83403660800006,5.0,30.0,15.0
80.0,2,0.38696202145263275,0.2521673477344174,0.08914994330341072,21.56533314592535,68.33711478867122,5.0,30.0,15.0
81.0,2,0.35777777966895474,0.26597005779215976,0.10018938992436287,21.96727277597909,68.000711338639,5.0,30.0,15.0
82.0,2,0.3782897910671459,0.2792019804795302,0.11294595161009888,22.23770324946147,69.05413222216086,5.0,30.0,15.0
83.0,2,0.38870601816447214,0.2816134921869136,0.09493316251350994,22.21756215774748,68.54013072739826,5.0,30.0,15.0
84.0,2,0.39126682339941105,0.24621616043548936,0.10677534797836671,21.860414204200897,67.39447139538926,5.0,30.0,15.0
85.0,2,0.3817366754647475,0.2323582873593557,0.11231844473476794,22.109673453191274,70.40070166311517,5.0,30.0,15.0
86.0,2,0.39491998844221077,0.24572032472845037,0.10616570418020517,22.590830331986144,67.93968289289502,5.0,30.0,15.0
87.0,2,0.3830923049852094,0.22845631901339683,0.11336218511037097,21.99680061698735,69.4775915211742,5.0,30.0,15.0
88.0,2,0.3849022276811259,0.24773104209166985,0.10100133215398116,21.395176798969207,69.37518996272982,5.0,30.0,15.0
89.0,2,0.38843762887854827,0.2452372930476048,0.08545364725331878,22.071525365481943,67.2572039017523,5.0,30.0,15.0
90.0,2,0.3985332038060125,0.26661223608313533,0.11767744562165061,21.7813593909902,67.49761235538351,5.0,30.0,15.0
91.0,2,0.374457829557517,0.2079355623217124,0.1175752672110253,20.64599943279783,68.1818239936332,5.0,30.0,15.0
92.0,2,0.3772566634122256,0.2373739415582672,0.13281431362288332,22.07099901185155,67.60102012208836,5.0,30.0,15.0
93.0,2,0.37449093771781183,0.23752756959116167,0.08566690689565686,21.918325325007803,70.17645637187869,5.0,30.0,15.0
94.0,2,0.379506814632871,0.2757723165681605,0.11520791639346818,22.45820888574872,68.23315769653483,5.0,30.0,15.0
95.0,2,0.40584869121494643,0.22974472045197966,0.08797359549416614,21.524953171255845,69.30641570948075,5.0,30.0,15.0
96.0,2,0.3930114557899473,0.2565465923129799,0.1251861696167532,21.167145168810347,68.91363738900021,5.0,30.0,15.0
97.0,2,0.3674196301662174,0.24944271459160433,0.11246072341196012,22.02434042970525,68.6473557823297,5.0,30.0,15.0
98.0,2,0.3753446738911699,0.27285797181672766,0.09802358322323744,22.150088693802726,68.40698787740625,5.0,30.0,15.0
99.0,2,0.389908290457896,0.26390559761021093,0.11530591142101436,22.026916472692783,69.58713070778869,5.0,30.0,15.0
100.0,2,0.3706845707860084,0.2544056746364076,0.10193404992283063,22.010354341842703,67.50824035999831,5.0,30.0,15.0
101.0,2,0.3733674939815287,0.24087930282823863,0.11042947267051267,21.48563652289684,70.04300197712325,5.0,30.0,15.0
102.0,2,0.4043873983676122,0.21491763121780247,0.10944572886209085,21.970541431512537,67.0127768194959,5.0,30.0,15.0
103.0,2,0.3749777794166522,0.25689803599374805,0.12478861143647295,21.885797085247795,69.06484505895575,5.0,30.0,15.0
104.0,2,0.39846382824044074,0.2625579610905975,0.12545699590086512,22.616354370383718,66.86150280672689,5.0,30.0,15.0
105.0,2,0.4029390876867141,0.22044265575050692,0.10129588814226492,22.289662682015308,67.93429444777304,5.0,30.0,15.0
106.0,2,0.37307272400746555,0.22725796823342898,0.11781040147996033,21.9810014391274,68.3266432713943,5.0,30.0,15.0
107.0,2,0.3706906342453929,0.2569702951474335,0.110738548630703,23.001942438211383,67.72997131783715,5.0,30.0,15.0
108.0,2,0.37986351020278253,0.25869837420415737,0.09302412652993089,22.025546161892493,68.01833043038312,5.0,30.0,15.0
109.0,2,0.3676414962836457,0.23209443971815882,0.10014946187127821,22.45889336194308,66.79636288540254,5.0,30.0,15.0
110.0,2,0.3857518425525411,0.2404179377286392,0.13043400349599626,22.116539333205363,67.17921619794312,5.0,30.0,15.0
111.0,2,0.3808169796659493,0.21516130194859145,0.11061188168604656,23.035576257514002,68.64826470719589,5.0,30.0,15.0
112.0,2,0.38927588423829457,0.2794282041562647,0.11699192699517526,22.283429887906806,68.16300515831078,5.0,30.0,15.0
113.0,2,0.40478676318724227,0.22587728593263093,0.10483447995133005,22.318207113945334,67.42613864084515,5.0,30.0,15.0
114.0,2,0.39606031508655476,0.262711810544971,0.10151629415280657,22.210064820613646,69.42427776312967,5.0,30.0,15.0
115.0,2,0.39110206772493533,0.2511592580769324,0.10714914695134471,22.398255963000604,66.86340243334311,5.0,30.0,15.0
116.0,2,0.3542381773054813,0.2776421943124952,0.10417624824753782,22.919768919323953,67.7050762008026,5.0,30.0,15.0
117.0,2,0.3903449773252856,0.23599709062450483,0.091865544764684,22.762921922342347,67.54434372182152,5.0,30.0,15.0
118.0,2,0.40949918828556825,0.2530590778868077,0.09672560312545968,22.374038090558084,68.64837096109437,5.0,30.0,15.0
119.0,2,0.3384673730990473,0.21785733733525303,0.11379848481912233,23.230662553228328,68.06483035780386,5.0,30.0,15.0
120.0,2,0.39393138814463435,0.21304719126120494,0.10287351310897587,22.836492820671282,67.8918347534654,5.0,30.0,15.0
121.0,2,0.38116571222240303,0.2637362527973095,0.1068982474952791,22.200909440401325,66.1391166294661,5.0,30.0,15.0
122.0,2,0.3707746083296558,0.2161009180986059,0.1089512062049721,21.74982582313303,68.83170114729876,5.0,30.0,15.0
123.0,2,0.39550390635242927,0.24722893859130937,0.10969325156318718,22.252493099101716,67.73217418516826,5.0,30.0,15.0
124.0,2,0.40909801200911,0.27201105327945846,0.11798931541315372,22.686674389275122,68.04899435094376,5.0,30.0,15.0
125.0,2,0.39504633202631634,0.26671069712189355,0.09549733872431469,22.798600185315713,67.1681034465728,5.0,30.0,15.0
126.0,2,0.3778154411060771,0.23847714656102814,0.11214759453543627,23.19956884165101,66.99417123718294,5.0,30.0,15.0
127.0,2,0.36919672397762765,0.21999065055183653,0.11395611401019652,21.9927270124405,69.38262109180903,5.0,30.0,15.0
128.0,2,0.3854836385068431,0.26194246811311056,0.11622512099001503,22.3404223330266,66.09342808840425,5.0,30.0,15.0
129.0,2,0.3963772177294738,0.27858956477720365,0.09219819268085126,21.99117866506274,66.79580097221722,5.0,30.0,15.0
130.0,2,0.37743933898149407,0.2384915264266875,0.10883632468346996,21.930600394210277,69.31382548600241,5.0,30.0,15.0
131.0,2,0.37885484721898804,0.23566189035185767,0.12340965413898516,22.306090627023337,68.45741304766531,5.0,30.0,15.0
132.0,2,0.4255060552475759,0.24122196842262,0.10521845000843376,22.82330612214701,67.47453746825758,5.0,30.0,15.0
133.0,2,0.3993212917831459,0.2631440426961423,0.11100536109464293,23.045697217445156,69.02992964762198,5.0,30.0,15.0
134.0,2,0.4003589055509045,0.2762740820482983,0.11393512724585182,22.205822946689164,68.21352678306268,5.0,30.0,15.0
135.0,2,0.36116815125286783,0.22690345577238957,0.09583722843101738,22.295362040306383,67.98266009197442,5.0,30.0,15.0
136.0,2,0.372430075810598,0.22172181853350692,0.12439092808999974,21.83008841233828,67.95889535043575,5.0,30.0,15.0
137.0,2,0.3841235984355636,0.29847924451864893,0.11100844104468904,22.8471761041385,68.18190488388116,5.0,30.0,15.0
138.0,2,0.36795178000672274,0.24812472632219923,0.1111692118419343,22.39393054901463,68.20569250129745,5.0,30.0,15.0
139.0,2,0.4069402740770894,0.2567209026338062,0.08931465889489465,23.611515689105925,69.87930638622929,5.0,30.0,15.0
140.0,2,0.40405447209885964,0.23781629518764724,0.11384112798213315,23.004904399824795,67.471773854994,5.0,30.0,15.0
141.0,2,0.3748620820329892,0.26144602410905426,0.11092052908879138,22.734277128271614,67.4859528118518,5.0,30.0,15.0
142.0,2,0.40958951747411226,0.2708398619740304,0.12205908297722065,22.51944378622778,66.39644014576263,5.0,30.0,15.0
143.0,2,0.38273243489295095,0.2576264351114586,0.10266525993195645,22.112664889902884,67.56476927984565,5.0,30.0,15.0
144.0,2,0.4216025417608358,0.2864395410602887,0.09586206950401557,22.19606411152729,69.46288689954481,5.0,30.0,15.0
145.0,2,0.38489746930162555,0.24507935620117816,0.09887700192725665,22.588929522713933,68.56781833576798,5.0,30.0,15.0
146.0,2,0.3913355516299264,0.2463484676592925,0.100610346949927,22.57054855898785,67.02299892279133,5.0,30.0,15.0
147.0,2,0.4036566967112934,0.25622611390554834,0.09443239989368625,22.440414078577,67.58004136452128,5.0,30.0,15.0
148.0,2,0.4017881317471172,0.26088909019012196,0.11848319943765993,23.148547363721175,66.23689495774833,5.0,30.0,15.0
149.0,2,0.3902501005857884,0.25614067356125214,0.11881931030431667,23.237132796207426,66.54754732236836,5.0,30.0,15.0
150.0,2,0.38043750458334247,0.2258852994608982,0.10354514548859944,22.770683801349136,67.64944115261372,5.0,30.0,15.0
151.0,2,0.39023209134364684,0.2578157756439112,0.10153619245415804,23.987576134132663,66.98887873051288,5.0,30.0,15.0
152.0,2,0.37024283142185827,0.24407387358393126,0.08726970006680687,22.166635316741953,66.42206687728824,5.0,30.0,15.0
153.0,2,0.38473309462671174,0.23992967859850706,0.11234485762803607,23.089081949486133,67.9398407647379,5.0,30.0,15.0
154.0,2,0.3657769723875301,0.2521907342150649,0.12188037038825845,22.970709897956034,67.35108324668002,5.0,30.0,15.0
155.0,2,0.35566885899254547,0.23230251425341575,0.09893474470240446,22.824649559016372,65.84911629497563,5.0,30.0,15.0
156.0,2,0.3831039849620917,0.22881701704253535,0.10409956754223602,22.771168576993468,65.32485303383221,5.0,30.0,15.0
157.0,2,0.40124725345382506,0.199207340479923,0.10957104668815731,23.136520058543823,66.81332183475908,5.0,30.0,15.0
158.0,2,0.3961656579989409,0.2864533430501978,0.12243303330609906,23.047236086339133,65.77840152322513,5.0,30.0,15.0
159.0,2,0.3810154089078658,0.26261510030206003,0.10714732789335092,22.98406173644372,65.48108859352934,5.0,30.0,15.0
160.0,2,0.4084144454726325,0.24915706957387387,0.10706457916026517,22.550640182505315,68.46230253473541,5.0,30.0,15.0
161.0,2,0.3736391874810514,0.23813976598226702,0.10686417768659802,22.41094409109475,67.21895577680137,5.0,30.0,15.0
162.0,2,0.35337312844802965,0.19395546443907163,0.09078137863096325,23.09574176240222,67.03455362177449,5.0,30.0,15.0
163.0,2,0.34937461068073555,0.23689741255557034,0.09052450653670137,23.058951947751734,67.09492751718258,5.0,30.0,15.0
164.0,2,0.3643537793910642,0.2657771974632815,0.09687316910885127,23.18148156986159,66.12883451587369,5.0,30.0,15.0
165.0,2,0.39428652974268347,0.27029523807187733,0.11504273261537372,23.24568910105524,67.66097616501416,5.0,30.0,15.0
166.0,2,0.3724806351229892,0.2642894737920661,0.10152096059454008,23.05874882905859,67.1026330066008,5.0,30.0,15.0
167.0,2,0.3888825734716095,0.2546033555950494,0.09953919358697706,23.2337962880909,66.45925801068725,5.0,30.0,15.0
168.0,2,0.4066279647537597,0.27750488259862754,0.09932418915856235,22.933235845948253,66.592371315475,5.0,30.0,15.0
169.0,2,0.3653977814050829,0.24484853907822918,0.10338006589027322,24.141972904581642,65.95587462012104,5.0,30.0,15.0
170.0,2,0.3890422553519384,0.27311494632268724,0.12173841184101641,23.000129925925016,66.76042379376484,5.0,30.0,15.0
171.0,2,0.38991473068358584,0.24371140424559573,0.10316605481802879,23.23450964526733,66.9103721192175,5.0,30.0,15.0
172.0,2,0.3688847416729035,0.23377211270244472,0.09677574914625142,23.078105605443056,66.70105000420338,5.0,30.0,15.0
173.0,2,0.4020745039724262,0.23127256567154952,0.10485187236581632,23.08970922989755,67.17182122400824,5.0,30.0,15.0
174.0,2,0.3774112645417578,0.23008878389654092,0.12211094335761534,23.49232078331897,67.02148829523824,5.0,30.0,15.0
175.0,2,0.37593610763005486,0.2645519605760497,0.09949254968564385,23.448882895058492,67.31410187199793,5.0,30.0,15.0
176.0,2,0.4133321342762696,0.2365075768980584,0.09267143471569053,23.290269804812397,68.00976370358826,5.0,30.0,15.0
177.0,2,0.3894649724792507,0.2306938003793011,0.09943225837769584,23.398262004222843,67.64302347721308,5.0,30.0,15.0
178.0,2,0.3954683666202824,0.2656209712732272,0.10569049306348433,23.200093224503366,67.98792317384367,5.0,30.0,15.0
179.0,2,0.4018779410665776,0.25789756492944466,0.11124594818325338,23.780862818863078,66.16893243684044,5.0,30.0,15.0
180.0,2,0.37176297750811166,0.27058188765691604,0.11439305578682246,24.627596371295358,66.49138510591135,5.0,30.0,15.0
181.0,2,0.40023294604955517,0.26157392974545596,0.09382772693537672,23.18257936138339,67.6369300172793,5.0,30.0,15.0
182.0,2,0.37392276165003496,0.23625160007605375,0.09473712435540932,23.8369816118673,67.63814433809875,5.0,30.0,15.0
183.0,2,0.37324736800367553,0.25282777280937174,0.1009736314811251,23.68247447851035,66.27137938246312,5.0,30.0,15.0
184.0,2,0.37730226641537795,0.25380027773539354,0.11101185904696895,24.014314879066294,67.54491725911508,5.0,30.0,15.0
185.0,2,0.3720168423195757,0.23290633883051995,0.09152752289847746,24.048396480248037,65.97313455002073,5.0,30.0,15.0
186.0,2,0.3936457118648574,0.22918890723812013,0.09801500419582304,23.82270634860933,67.3810557241418,5.0,30.0,15.0
187.0,2,0.3852870774209258,0.2376588698976459,0.09812150578088055,23.720089711942453,66.8570371324677,5.0,30.0,15.0
188.0,2,0.37387610528074333,0.2919968452134416,0.11342709975364368,23.542774900175775,65.48223106276032,5.0,30.0,15.0
189.0,2,0.39132760259107235,0.24300221283556905,0.10925288528164434,23.397519823445684,66.41592617824058,5.0,30.0,15.0
190.0,2,0.3770478478142048,0.2759063278277342,0.11296812611049918,23.751577169524104,69.01560114302882,5.0,30.0,15.0
191.0,2,0.3762200877882798,0.24186767973040402,0.11727838541733053,23.17770558429116,67.01944702947166,5.0,30.0,15.0
192.0,2,0.3818369622735231,0.2690095648707998,0.1007957662491092,23.54307200494127,69.10044997671825,5.0,30.0,15.0
193.0,2,0.38802417167874315,0.26927452079115693,0.09193886552646316,24.413426812236285,65.33940680345829,5.0,30.0,15.0
194.0,2,0.3868855451156613,0.2702683976790409,0.09196394912152982,23.92925611053985,67.51740845933051,5.0,30.0,15.0
195.0,2,0.37555465835995744,0.2589650348401792,0.08535316622441161,24.346332209467775,64.21566380819289,5.0,30.0,15.0
196.0,2,0.393675631611591,0.27874772069562304,0.09910722850333809,24.654821943329214,66.73309784841855,5.0,30.0,15.0
197.0,2,0.3775986203275551,0.25875937026705453,0.09981332392668263,23.851485272042588,67.347884044318,5.0,30.0,15.0
198.0,2,0.37107533604586923,0.28545478786680556,0.11149173576805047,24.06366291709682,67.53789009499629,5.0,30.0,15.0
199.0,2,0.3588453511122397,0.21877770025623133,0.10374599384676605,23.82907705292362,65.88406360875292,5.0,30.0,15.0
200.0,2,0.39557892721498533,0.25813372495333636,0.09863421555657394,23.593697119762197,67.70575708864341,5.0,30.0,15.0
201.0,2,0.38098267698666005,0.25682637617071336,0.10233815941339415,23.5435158703338,66.11628523995532,5.0,30.0,15.0
202.0,2,0.38392548875265775,0.23242141236389013,0.09306905686285238,24.461575186298244,66.46923608222095,5.0,30.0,15.0
203.0,2,0.3964150263292427,0.26273539931527473,0.11367350078251284,24.164313640242828,66.18334444731002,5.0,30.0,15.0
204.0,2,0.37353247002603274,0.22133396760846763,0.0955209211719049,25.003301536040524,65.46361064926766,5.0,30.0,15.0
205.0,2,0.36004315736663806,0.2380438414847934,0.09194140415564105,24.586026006461946,68.15305292075419,5.0,30.0,15.0
206.0,2,0.3816714409082283,0.21113767926204383,0.11148017496707469,23.754393505231814,66.61468448382475,5.0,30.0,15.0
207.0,2,0.3852097396249544,0.28228387401925625,0.10900363415863851,24.560171090113386,67.63731837865862,5.0,30.0,15.0
208.0,2,0.3766131680075945,0.24647226260109406,0.08598577341440987,24.00746223044887,67.57804457509793,5.0,30.0,15.0
209.0,2,0.40262755701489256,0.2944328426163263,0.11173327702210223,24.7884298545645,65.54872645239368,5.0,30.0,15.0
210.0,2,0.3431945858591797,0.26714607053038986,0.09572796610905944,23.956833061378493,67.71612724767161,5.0,30.0,15.0
211.0,2,0.3972535266622468,0.2600409469870205,0.09936347739936079,23.693787019878663,66.98674757688266,5.0,30.0,15.0
212.0,2,0.39228557625546345,0.23934634019438,0.10493535227693937,23.842122461469298,65.42576480219378,5.0,30.0,15.0
213.0,2,0.3872354292592568,0.23013580536625158,0.10889202690116823,23.887667548792543,66.8988508313415,5.0,30.0,15.0
214.0,2,0.3303109421329635,0.26151415019793894,0.10744119504687528,23.85987411769067,65.41036544846527,5.0,30.0,15.0
215.0,2,0.39957339659280394,0.24961635181454034,0.10244884356593999,24.013695862197444,68.02312503464532,5.0,30.0,15.0
216.0,2,0.36488415434046173,0.22425313961029394,0.09866121551084091,24.748345935162618,67.2137867449221,5.0,30.0,15.0
217.0,2,0.37263088916799914,0.22069329214983363,0.10699047601065448,25.238022104133094,66.3121847711423,5.0,30.0,15.0
218.0,2,0.3776529834031489,0.23184830109712828,0.10164500932655769,23.694905242223246,67.63147028488385,5.0,30.0,15.0
219.0,2,0.38628875011352964,0.2874336360253246,0.12084304926625924,25.011756521416576,64.76801235529646,5.0,30.0,15.0
220.0,2,0.38973450813288824,0.295271766360226,0.108614210099699,24.161148142012784,65.58399203321329,5.0,30.0,15.0
221.0,2,0.39350130540853945,0.25509790806617816,0.09347657742509645,24.593941265601117,66.0642469449263,5.0,30.0,15.0
222.0,2,0.3923121110261777,0.25396889880482576,0.09789534618626348,23.61292698471335,68.53568468142552,5.0,30.0,15.0
223.0,2,0.38383382940694694,0.24425555384340958,0.10311387784759829,24.72201750867243,65.21285043245993,5.0,30.0,15.0
224.0,2,0.38624437588586386,0.2322841733538099,0.11558687695070456,23.47734380159197,64.559360724926,5.0,30.0,15.0
225.0,2,0.3636098466064163,0.2784693811521448,0.11666422196612133,24.656967536155083,64.80561448550174,5.0,30.0,15.0
226.0,2,0.36867136827271463,0.28842924819794274,0.09855243009634436,24.64862802351467,67.13954920253893,5.0,30.0,15.0
